0,0,1608056029483249,1
0,0,1608056029503909,0.0232896
0,0,1608056029970531,0.0388196
0,0,1608056030051331,0.0603922
0,0,1608056030119377,0.325124
0,0,1608056030202554,0.335531
0,0,1608056030278851,0.164153
0,0,1608056030375930,1
0,0,1608056030396368,0.022422
0,0,1608056030510326,1
0,0,1608056030531031,0.0237309
0,0,1608056030719392,1
0,0,1608056030739740,0.0274439
0,0,1608056030764635,0.00471643
5,5,1608056031090759,1
0,0,1608056031211923,0.5621
0,0,1608056031301706,0.546638
0,0,1608056031446893,1
0,0,1608056031467423,0.0304475
0,0,1608056031490214,0.00471643
0,0,1608056031582999,0.65338
0,0,1608056031606212,0.00623196
0,0,1608056031691038,0.00846473
5,5,1608056031741163,1
0,0,1608056031898338,0.457329
0,0,1608056031982748,0.43768
0,0,1608056032075924,1
0,0,1608056032096524,0.0241772
0,0,1608056032118371,0.00248547
0,0,1608056032205616,0.577902
0,0,1608056032271410,1
0,0,1608056032294493,0.00664789
1,1,1608056032384652,1
1,1,1608056032444528,0.0588135
1,1,1608056032753543,1
1,1,1608056032813920,0.0438142
1,1,1608056033045036,0.0628114
1,1,1608056033179022,0.0406481
1,1,1608056033263559,0.365443
1,1,1608056033363288,0.00373091
1,1,1608056033478019,1
1,1,1608056033546432,0.0141386
1,1,1608056033603334,0.00686152
1,1,1608056033710887,1
1,1,1608056033771418,0.0274439
1,1,1608056033831872,0.0844828
1,1,1608056033899628,0.0050734
4,4,1608056034011767,0.389432
5,5,1608056034679189,1
3,3,1608056035020673,1
6,6,1608056036100195,1
5,5,1608056036103609,1
6,6,1608056036178167,0.0782779
6,6,1608056036584647,1
6,6,1608056036982635,1
6,6,1608056037189211,1
6,6,1608056037380428,1
6,6,1608056037598068,0.739726
6,6,1608056037808160,1
6,6,1608056038018358,0.74364
6,6,1608056038216656,0.880626
6,6,1608056038427887,0.612524
0,0,1608056038662313,1
0,0,1608056038684271,0.0279312
6,6,1608056038692679,1
0,0,1608056038707239,0.00373091
6,6,1608056038895162,0.526419
6,6,1608056039115431,1
0,0,1608056039303962,1
0,0,1608056039324682,0.0151371
0,0,1608056039384676,1
0,0,1608056039407806,0.00870941
6,6,1608056039478923,1
0,0,1608056039687918,0.801514
0,0,1608056039711336,0.00752536
6,6,1608056039856943,1
6,6,1608056040089283,1
0,0,1608056040288530,1
6,6,1608056040306274,1
0,0,1608056040309167,0.0325575
6,6,1608056040505989,0.573386
0,0,1608056040622769,0.0485025
6,6,1608056040717592,1
0,0,1608056040889010,1
0,0,1608056040911388,0.0228533
6,6,1608056041092812,1
0,0,1608056041283323,1
0,0,1608056041306285,0.00972809
6,6,1608056041500184,1
6,6,1608056041695163,0.847358
0,0,1608056041907343,1
6,6,1608056041925139,1
0,0,1608056041928208,0.0246285
6,6,1608056042124023,0.8591
6,6,1608056042356744,1
6,6,1608056042520756,0.307241
0,0,1608056042534696,0.951456
0,0,1608056042557562,0.0105347
0,0,1608056042615681,1
0,0,1608056042636136,0.00544488
6,6,1608056042716280,1
0,0,1608056042929454,1
0,0,1608056042950030,0.022422
6,6,1608056043129378,0.729941
0,0,1608056043262383,0.0131798
6,6,1608056043322574,0.500978
0,0,1608056043543113,1
6,6,1608056043547887,1
0,0,1608056043563724,0.011668
0,0,1608056043739730,0.0237309
6,6,1608056043745234,0.318982
6,6,1608056043975645,1
0,0,1608056044089891,0.203043
0,0,1608056044151375,1
0,0,1608056044171645,0.0154788
0,0,1608056044234801,1
0,0,1608056044255500,0.0246285
6,6,1608056044350391,1
0,0,1608056044476457,0.981565
0,0,1608056044497321,0.0108118
0,0,1608056044526199,1
0,0,1608056044546707,0.015825
0,0,1608056044604201,1
0,0,1608056044624472,0.0299336
6,6,1608056044717304,1
6,6,1608056044913853,1
6,6,1608056045156463,0.395303
0,0,1608056045159906,1
0,0,1608056045180405,0.0161758
6,6,1608056045332507,1
0,0,1608056045361525,0.0195398
0,0,1608056045444178,0.00870941
0,0,1608056045579088,1
0,0,1608056045599923,0.0370435
0,0,1608056045620720,0.00525732
0,0,1608056045722650,0.58998
0,0,1608056045743154,0.00946738
0,0,1608056045822773,0.539032
0,0,1608056045846085,0.0042078
5,5,1608056045908601,1
0,0,1608056046034804,0.295343
0,0,1608056046057083,0.00525732
0,0,1608056046131801,0.801514
0,0,1608056046154761,0.00525732
0,0,1608056046225871,1
0,0,1608056046246559,0.0330986
0,0,1608056046267403,0.00471643
0,0,1608056046352798,0.317478
0,0,1608056046431855,0.418684
5,5,1608056046531046,1
0,0,1608056046644920,0.122988
0,0,1608056046725177,0.261017
0,0,1608056046837691,1
0,0,1608056046859419,0.0246285
0,0,1608056046883258,0.00287025
0,0,1608056046933446,0.276647
0,0,1608056047028303,0.335531
5,5,1608056047129614,1
0,0,1608056047253964,0.382582
0,0,1608056047344824,0.391377
0,0,1608056047446309,1
0,0,1608056047466576,0.0274439
0,0,1608056047488527,0.0050734
0,0,1608056047567174,0.0948052
0,0,1608056047688474,0.0958817
0,0,1608056047756520,1
0,0,1608056047776990,0.0580343
0,0,1608056047797852,0.00602962
0,0,1608056047872326,0.252383
0,0,1608056047894280,0.00643804
0,0,1608056047998967,0.382582
5,5,1608056048080618,1
0,0,1608056048203135,0.0948052
5,5,1608056048324721,1
0,0,1608056048380087,0.0250849
0,0,1608056048533542,0.15345
5,5,1608056048538703,1
0,0,1608056048681343,0.340828
0,0,1608056048930286,0.351608
0,0,1608056049026081,1
0,0,1608056049050397,0.00373091
3,3,1608056050899501,1
