0,0,1608056356741198,1
0,0,1608056356761562,0.014467
0,0,1608056357276212,0.0937368
0,0,1608056357384435,0.0588135
0,0,1608056357461164,0.0749381
0,0,1608056357546506,0.110637
0,0,1608056357647734,0.124273
0,0,1608056357725642,0.0874961
0,0,1608056357822275,0.0619981
0,0,1608056357901318,0.0916245
0,0,1608056357993782,0.047132
0,0,1608056358059484,1
0,0,1608056358079573,0.00775434
0,0,1608056358275604,1
0,0,1608056358295992,0.015825
0,0,1608056358318043,0.00373091
0,0,1608056358528165,1
0,0,1608056358548584,0.0418966
0,0,1608056358569534,0.00686152
0,0,1608056359449108,0.0102617
0,0,1608056359939911,0.164153
0,0,1608056360010396,0.113036
0,0,1608056360064959,0.0400327
0,0,1608056360147660,0.00870941
0,0,1608056360305181,0.23372
0,0,1608056360327220,0.00643804
0,0,1608056361292545,0.134886
0,0,1608056361313489,0.00236383
0,0,1608056361357589,0.0980593
0,0,1608056361393493,0.431276
0,0,1608056361415781,0.0168909
0,0,1608056361479561,0.250257
0,0,1608056361502118,0.00471643
0,0,1608056361624347,0.327703
0,0,1608056361646383,0.00623196
0,0,1608056361761650,0.0376297
0,0,1608056361858246,0.0549841
0,0,1608056361996739,0.0767867
0,0,1608056362129971,1
0,0,1608056362150349,0.0176244
0,0,1608056362263938,0.0309668
0,0,1608056362378588,0.278935
0,0,1608056362533058,1
0,0,1608056362553720,0.0215742
0,0,1608056362633524,0.110637
0,0,1608056362754802,0.0299336
0,0,1608056362890486,1
0,0,1608056362910877,0.015825
0,0,1608056363013149,0.256674
0,0,1608056363136415,0.945526
0,0,1608056363156763,0.00602962
0,0,1608056363204560,0.467405
0,0,1608056363226362,0.00373091
0,0,1608056363259752,0.0916245
0,0,1608056363292119,0.351608
0,0,1608056363315003,0.00583101
0,0,1608056363374109,0.343499
0,0,1608056363396691,0.00454333
0,0,1608056363458428,1
0,0,1608056363478842,0.00623196
0,0,1608056363586502,0.488068
0,0,1608056363609430,0.0056361
0,0,1608056363693751,0.111832
0,0,1608056363829846,0.162593
0,0,1608056363962688,1
0,0,1608056363982791,0.0370435
0,0,1608056364003723,0.00373091
0,0,1608056364077190,0.162593
0,0,1608056364203820,0.194084
0,0,1608056364334874,1
0,0,1608056364355249,0.0108118
0,0,1608056364444313,0.134886
0,0,1608056364570522,0.043169
0,0,1608056364697688,1
0,0,1608056364718110,0.0122599
0,0,1608056364815874,0.104792
0,0,1608056364940319,0.49511
0,0,1608056364962337,0.00870941
0,0,1608056365009228,0.297744
0,0,1608056365031595,0.00686152
0,0,1608056365062974,0.0678372
0,0,1608056365100534,0.290584
0,0,1608056365123022,0.00602962
0,0,1608056365180102,0.197633
0,0,1608056365262113,0.421805
0,0,1608056365282765,0.00544488
0,0,1608056365389062,0.212297
0,0,1608056365499555,0.104792
0,0,1608056365627986,0.111832
0,0,1608056365764430,1
0,0,1608056365785396,0.0141386
0,0,1608056365806693,0.00248547
0,0,1608056365889284,0.0958817
0,0,1608056366003764,0.18541
0,0,1608056366146147,1
0,0,1608056366166490,0.0138146
0,0,1608056366258047,0.051319
0,0,1608056366380774,0.0520391
0,0,1608056366511745,1
0,0,1608056366532214,0.0125622
0,0,1608056366629726,0.116701
0,0,1608056366767560,0.379684
0,0,1608056366787879,0.00404534
0,0,1608056366837636,0.18202
0,0,1608056366895345,0.0289218
0,0,1608056366916398,0.343499
0,0,1608056366939221,0.00525732
0,0,1608056366998218,0.129504
0,0,1608056367082919,0.64463
0,0,1608056367103263,0.00775434
0,0,1608056367217397,0.368258
0,0,1608056367239712,0.00846473
0,0,1608056367332255,0.0980593
0,0,1608056367456515,0.113036
0,0,1608056367594045,1
0,0,1608056367614331,0.0168909
0,0,1608056367636093,0.00273866
0,0,1608056367710653,0.109451
0,0,1608056367837333,0.0749381
0,0,1608056367959845,1
0,0,1608056367980281,0.00972809
0,0,1608056368074984,0.11794
0,0,1608056368199999,0.0864839
0,0,1608056368326562,1
0,0,1608056368346909,0.00846473
0,0,1608056368452352,0.113036
0,0,1608056368579282,0.351608
0,0,1608056368601415,0.00730024
0,0,1608056368645122,0.231711
0,0,1608056368667213,0.00583101
0,0,1608056368696745,0.0425298
0,0,1608056368745853,0.43768
0,0,1608056368815389,0.447422
0,0,1608056368911306,1
0,0,1608056368931767,0.00489311
0,0,1608056369040666,0.406374
0,0,1608056369063877,0.00388638
0,0,1608056369143512,0.12687
0,0,1608056369271548,0.225757
0,0,1608056369405091,1
0,0,1608056369425925,0.0219957
0,0,1608056369446707,0.00287025
0,0,1608056369513919,0.0980593
0,0,1608056369634692,0.256674
0,0,1608056369764348,1
0,0,1608056369786274,0.0108118
0,0,1608056369870259,0.675667
0,0,1608056369893051,0.00602962
0,0,1608056369970364,0.248145
5,5,1608056370118368,1
0,0,1608056370246247,1
0,0,1608056370355270,0.120446
0,0,1608056370443571,1
0,0,1608056370463826,0.022422
0,0,1608056370484802,0.00454333
0,0,1608056370628368,0.41558
0,0,1608056370709541,0.474216
0,0,1608056370790567,1
0,0,1608056370811136,0.0320218
0,0,1608056370831985,0.00437379
0,0,1608056370963022,1
0,0,1608056370985144,0.0179981
3,3,1608056371140871,1
0,0,1608056371317156,1
0,0,1608056371340239,0.00752536
0,0,1608056371417204,1
0,0,1608056371677326,0.527779
0,0,1608056371759610,1
6,6,1608056371887704,1
6,6,1608056371950666,0.127202
